ID,NC_t1,DM_t1,NS_t1,ADD_t1,SUB_t1,CA_t1,NC_t2,DM_t2,NS_t2,ADD_t2,SUB_t2,CA_t2,RMAT,TIME
314,847,1411.5,18,51,38,28,855.92,1402.05882352941,11,48,40,20,33,14
315,887,1823.5,25,61,65,41,-99,-99,-99,-99,-99,-99,38,-99
316,642,1084.46153846154,20,65,60,38,-99,-99,-99,-99,-99,-99,45,-99
318,792.48,1504.65,15,45,39,16,-99,-99,-99,-99,-99,-99,34,-99
319,865.5,1490.46153846154,18,46,36,19,639.294117647059,1312.24390243902,17,58,38,23,30,14
321,824.5,2188.54054054054,13,29,21,17,884,1911,10,35,20,13,23,28
322,1252,3680.63414634146,15,49,24,-99,1576.3137254902,3437.36842105263,8,28,10,13,36,14
323,1680.97959183673,3197.12195121951,9,14,4,-99,1499.14893617021,3316.83333333333,7,2,3,-99,18,28
324,955.24,1787.21052631579,15,49,40,27,835.183673469388,2513.7,18,50,42,29,26,28
325,1894.5,3325,11,22,23,12,1406,2835,14,20,24,14,27,33
326,944.5,2686.83333333333,-99,20,23,18,811.5,2298.1875,9,20,26,13,21,21
327,733.098039215686,1722,13,36,29,15,772.862745098039,1487.325,14,37,36,22,25,21
328,1602.5,2602.92307692308,-99,34,27,10,1538.5,2335.2,6,23,16,7,27,21
329,1206,2049.38461538462,8,38,33,15,1179.36,1642.30769230769,12,42,31,23,21,28
330,737.36,2788.39024390244,12,28,27,14,1041.04,2532,10,20,19,14,25,33
331,1069.56862745098,2170,9,30,32,17,1148.07843137255,2454.43902439024,15,33,34,21,36,27
332,1163.37254901961,2585.56097560976,22,66,51,39,-99,-99,-99,-99,-99,-99,35,-99
334,1579.76,2394.5,15,38,31,19,1599.28888888889,3016.26315789474,12,38,15,-99,32,21
336,670.901960784314,2058,12,41,44,22,696.163265306122,1816.21621621622,9,32,28,15,29,19
337,585.5,1821.75,25,64,62,42,683.5,1395.5,23,73,58,42,44,27
338,1248,2579.325,8,25,24,11,1374.5,2466,11,24,25,11,22,28
339,894.739130434783,1914.70588235294,3,33,27,3,1035.5,1678.8,12,35,33,19,27,28
340,1003.29411764706,3721.59375,8,34,29,8,1069.71428571429,3722.4,15,32,32,13,22,33
341,1213.33333333333,3478.46153846154,-99,12,2,7,940.244897959184,1841,12,21,21,14,24,28
343,734.117647058824,1628.55,21,44,47,33,837.098039215686,2118.30769230769,21,55,48,35,34,28
344,711.88,1711.16129032258,16,48,45,25,624.52,1251.87096774194,11,57,47,27,32,21
345,882.980392156863,2200.8,14,23,34,12,816.510638297872,1687.94594594595,14,32,37,14,37,27
346,846.274509803922,2768.59459459459,17,37,30,-99,776.816326530612,1939.37837837838,10,33,36,9,32,28
347,859.591836734694,1832.775,17,32,35,24,951.708333333333,2117.0625,15,47,24,8,31,14
348,1786.2,2575,7,15,15,8,1586,3225.38461538462,10,11,-99,-99,22,28
349,735.428571428571,3443.3,17,39,50,23,1096.16,1530.66666666667,20,55,39,25,36,27
350,697.411764705882,2216.91891891892,15,9,35,16,611.265306122449,-99,12,3,4,7,33,21
351,986.980392156863,4062.73170731707,10,23,11,6,969.913043478261,3577.875,14,28,30,21,21,28
352,1259.44,3411.08108108108,14,16,15,9,1367.6,3001.2972972973,15,33,31,15,21,28
353,732,1382.76923076923,18,43,41,31,756.6,1466.85,18,48,39,21,40,28
354,1632.90196078431,4279.05882352941,6,20,10,12,1522.51162790698,3399.6,9,24,13,11,18,28
355,965.12,2695.17073170732,17,43,38,27,1488,2951.05263157895,16,42,41,22,26,21
356,1246.98039215686,2661,10,19,28,12,1337,3512.92307692308,11,28,24,23,21,33
357,1408.24489795918,3129.51219512195,5,20,17,6,1487.5,2529.69230769231,9,18,23,5,21,33
359,650,2069.26829268293,21,52,51,37,701,1355.84615384615,19,42,44,38,47,27
360,2399.13725490196,5050.21621621622,10,15,23,16,1051.44,2806.81578947368,14,19,12,11,19,28
361,805,1878.73170731707,17,40,39,29,753.48,1429.5,18,43,30,9,39,14
362,839.28,1832.92307692308,16,42,37,16,815.208333333333,1796.30769230769,15,38,29,18,28,28
363,1158.625,2031.225,11,28,26,18,1248.5,2508.73170731707,11,32,31,20,29,28
364,999.5,2224.5,13,40,38,15,1180,1827.51219512195,12,40,39,19,30,21
365,1323.45098039216,3222.15384615385,5,8,6,2,1466.92,2955.61538461538,7,13,12,8,19,28
366,1766,3553.2,11,18,24,14,1479.45098039216,2362,14,22,23,17,25,32
367,888,2570.84210526316,16,45,42,23,1044.07843137255,1841.7,16,40,23,33,26,28
368,852,3596.52631578947,12,30,25,12,728.530612244898,1876.73684210526,10,26,19,12,26,33
369,894.196078431373,2064.41666666667,15,52,42,14,754,-99,12,-99,7,5,26,14
370,875.843137254902,1678,19,32,43,14,-99,-99,-99,-99,-99,-99,31,-99
371,1495.76470588235,3771.6,10,25,23,15,1322.43137254902,2971.5,14,31,25,13,27,28
372,1829.55102040816,3374.53846153846,-99,5,6,5,-99,-99,-99,-99,-99,-99,14,-99
373,1221,2325.75,20,45,53,33,963.591836734694,1623.07894736842,22,63,67,37,44,14
374,979.843137254902,1961.4,20,42,46,27,900.313725490196,2552.78048780488,20,35,37,27,37,27
375,1097,3227.53846153846,9,25,30,18,641.68,1955.625,8,32,32,13,26,28
376,1059.5,1586.78048780488,21,44,46,29,1237.29411764706,1947.75,22,40,44,26,33,29
377,1264,2451,11,26,28,21,972.196078431373,2387.85365853659,11,22,24,15,32,27
378,1548,2815,14,19,24,16,1454,2523.23076923077,14,21,18,17,25,28
379,1769.08333333333,5217.21951219512,13,16,12,12,1818.375,3543.75,7,14,34,20,21,32
380,1012.47058823529,1996.10526315789,18,41,30,26,901.5,2397.15,17,34,35,22,30,28
381,1639.52941176471,4893.67741935484,9,40,16,2,-99,-99,-99,-99,-99,-99,-99,-99
382,771.68,1727.25,11,44,41,20,1107.29411764706,1842.225,7,29,28,20,32,14
